n_threads;n_x;n_y;plan;planning;fftw_2d_r2c;plan_flops;
16;16384;16384;estimate;0.0183803;5.72601;1.27229e+10;
16;16384;16384;estimate;0.0184555;5.69504;1.27229e+10;
16;16384;16384;estimate;0.0184716;5.77896;1.27229e+10;
16;16384;16384;estimate;0.0186522;5.71791;1.27229e+10;
16;16384;16384;estimate;0.0187523;5.75865;1.27229e+10;
16;16384;16384;estimate;0.0184332;5.68907;1.27229e+10;
32;16384;16384;estimate;0.0242401;2.5966;1.27229e+10;
32;16384;16384;estimate;0.0238649;2.57766;1.27229e+10;
32;16384;16384;estimate;0.0241897;2.53877;1.27229e+10;
32;16384;16384;estimate;0.0245535;2.58456;1.27229e+10;
32;16384;16384;estimate;0.0242351;2.46862;1.27229e+10;
32;16384;16384;estimate;0.0240118;2.59379;1.27229e+10;
32;16384;16384;estimate;0.0237308;2.61674;1.27229e+10;
32;16384;16384;estimate;0.0244188;2.53616;1.27229e+10;
32;16384;16384;estimate;0.0243662;2.50209;1.27229e+10;
32;16384;16384;estimate;0.0242278;2.50206;1.27229e+10;
32;16384;16384;estimate;0.024078;2.54901;1.27229e+10;
32;16384;16384;estimate;0.0240257;2.57684;1.27229e+10;
32;16384;16384;estimate;0.0238339;2.64075;1.27229e+10;
32;16384;16384;estimate;0.0241125;2.6086;1.27229e+10;
32;16384;16384;estimate;0.0243712;2.53142;1.27229e+10;
32;16384;16384;estimate;0.0240829;2.61076;1.27229e+10;
32;16384;16384;estimate;0.0239401;2.51899;1.27229e+10;
32;16384;16384;estimate;0.0240966;2.62278;1.27229e+10;
32;16384;16384;estimate;0.0246061;2.56763;1.27229e+10;
32;16384;16384;estimate;0.0241441;2.58692;1.27229e+10;
32;16384;16384;estimate;0.0241746;2.55852;1.27229e+10;
32;16384;16384;estimate;0.0240456;2.63736;1.27229e+10;
32;16384;16384;estimate;0.0237029;2.63985;1.27229e+10;
32;16384;16384;estimate;0.0246347;2.61365;1.27229e+10;
32;16384;16384;estimate;0.0242184;2.50105;1.27229e+10;
32;16384;16384;estimate;0.0241382;2.64586;1.27229e+10;
32;16384;16384;estimate;0.0240207;2.57071;1.27229e+10;
32;16384;16384;estimate;0.0238389;2.66862;1.27229e+10;
32;16384;16384;estimate;0.0239063;2.6584;1.27229e+10;
32;16384;16384;estimate;0.0239194;2.60707;1.27229e+10;
32;16384;16384;estimate;0.0243884;2.48812;1.27229e+10;
32;16384;16384;estimate;0.0240072;2.32548;1.27229e+10;
32;16384;16384;estimate;0.0241245;2.27848;1.27229e+10;
32;16384;16384;estimate;0.0242962;2.43906;1.27229e+10;
32;16384;16384;estimate;0.0241199;2.60826;1.27229e+10;
32;16384;16384;estimate;0.0240316;2.62254;1.27229e+10;
32;16384;16384;estimate;0.0241474;2.52496;1.27229e+10;
32;16384;16384;estimate;0.0242223;2.5823;1.27229e+10;
32;16384;16384;estimate;0.0240352;2.61302;1.27229e+10;
32;16384;16384;estimate;0.0240065;2.5155;1.27229e+10;
32;16384;16384;estimate;0.0239769;2.57048;1.27229e+10;
32;16384;16384;estimate;0.0243596;2.5584;1.27229e+10;
32;16384;16384;estimate;0.0241458;2.52877;1.27229e+10;
32;16384;16384;estimate;0.0236044;2.68527;1.27229e+10;
32;16384;16384;estimate;0.0241613;2.60567;1.27229e+10;
32;16384;16384;estimate;0.0240318;2.57191;1.27229e+10;
32;16384;16384;estimate;0.0243319;2.38641;1.27229e+10;
32;16384;16384;estimate;0.0256943;2.60421;1.27229e+10;
32;16384;16384;estimate;0.0240709;2.63447;1.27229e+10;
32;16384;16384;estimate;0.0241496;2.53891;1.27229e+10;
64;16384;16384;estimate;0.0338868;62.5356;1.27229e+10;
64;16384;16384;estimate;0.033815;30.9214;1.27229e+10;
64;16384;16384;estimate;0.0335728;54.4401;1.27229e+10;
64;16384;16384;estimate;0.0335196;67.5767;1.27229e+10;
64;16384;16384;estimate;0.033767;73.0072;1.27229e+10;
64;16384;16384;estimate;0.0337465;52.2051;1.27229e+10;
64;16384;16384;estimate;0.0337561;57.0242;1.27229e+10;
64;16384;16384;estimate;0.0343258;64.9497;1.27229e+10;
64;16384;16384;estimate;0.0337358;58.5975;1.27229e+10;
64;16384;16384;estimate;0.0337724;49.7174;1.27229e+10;
64;16384;16384;estimate;0.0338076;61.467;1.27229e+10;
64;16384;16384;estimate;0.0336816;44.5285;1.27229e+10;
64;16384;16384;estimate;0.0335899;77.4031;1.27229e+10;
64;16384;16384;estimate;0.0337128;41.5552;1.27229e+10;
64;16384;16384;estimate;0.0337384;54.3598;1.27229e+10;
64;16384;16384;estimate;0.0335218;74.7018;1.27229e+10;
64;16384;16384;estimate;0.0332111;26.1609;1.27229e+10;
64;16384;16384;estimate;0.0336952;59.6551;1.27229e+10;
64;16384;16384;estimate;0.0347434;51.638;1.27229e+10;
64;16384;16384;estimate;0.0340014;63.7712;1.27229e+10;
64;16384;16384;estimate;0.0336025;71.8059;1.27229e+10;
64;16384;16384;estimate;0.0361583;24.6966;1.27229e+10;
64;16384;16384;estimate;0.0335202;51.6336;1.27229e+10;
64;16384;16384;estimate;0.0338849;50.0968;1.27229e+10;
64;16384;16384;estimate;0.0339187;72.3373;1.27229e+10;
64;16384;16384;estimate;0.0339555;74.738;1.27229e+10;
64;16384;16384;estimate;0.0337182;32.3758;1.27229e+10;
64;16384;16384;estimate;0.0334461;55.1582;1.27229e+10;
64;16384;16384;estimate;0.0333469;53.96;1.27229e+10;
64;16384;16384;estimate;0.0339181;54.0918;1.27229e+10;
64;16384;16384;estimate;0.0336035;62.0473;1.27229e+10;
64;16384;16384;estimate;0.0342085;27.3229;1.27229e+10;
64;16384;16384;estimate;0.0338273;65.7089;1.27229e+10;
64;16384;16384;estimate;0.0339715;25.4526;1.27229e+10;
64;16384;16384;estimate;0.0342102;68.3869;1.27229e+10;
64;16384;16384;estimate;0.0336884;64.8101;1.27229e+10;
64;16384;16384;estimate;0.0341898;55.0257;1.27229e+10;
64;16384;16384;estimate;0.0340909;57.8493;1.27229e+10;
64;16384;16384;estimate;0.0336165;64.5152;1.27229e+10;
64;16384;16384;estimate;0.0332015;66.3292;1.27229e+10;
64;16384;16384;estimate;0.0339568;54.0017;1.27229e+10;
64;16384;16384;estimate;0.0337028;37.7248;1.27229e+10;
64;16384;16384;estimate;0.0337136;47.1465;1.27229e+10;
64;16384;16384;estimate;0.0339423;53.3635;1.27229e+10;
64;16384;16384;estimate;0.0336507;39.031;1.27229e+10;
64;16384;16384;estimate;0.0337403;55.0093;1.27229e+10;
64;16384;16384;estimate;0.0366403;40.724;1.27229e+10;
64;16384;16384;estimate;0.0342465;73.3916;1.27229e+10;
64;16384;16384;estimate;0.0336956;71.228;1.27229e+10;
64;16384;16384;estimate;0.0338701;70.6297;1.27229e+10;
