n_threads;n_x;n_y;plan;run_flag;total;initialization;fft_2d_total;first_fftw;first_trans;second_fftw;second_trans;plan_time;plan_flops;
16;16384;16384;estimate;par;7.47887;2.10155;5.37725;1.13995;1.34467;1.27229;1.62034;0.0101275;1.94665e+10;
16;16384;16384;estimate;par;7.41612;2.11709;5.29896;1.15324;1.26304;1.28873;1.59396;0.0100739;1.94665e+10;
16;16384;16384;estimate;par;7.41282;2.09203;5.32075;1.15662;1.31321;1.26591;1.58501;0.00967293;1.94665e+10;
16;16384;16384;estimate;par;7.47883;2.12097;5.35781;1.14457;1.34876;1.26002;1.60445;0.00997543;1.94665e+10;
16;16384;16384;estimate;par;7.48172;2.07738;5.40427;1.1702;1.3431;1.25496;1.63601;0.00986081;1.94665e+10;
16;16384;16384;estimate;par;7.46796;2.08843;5.37946;1.14433;1.31905;1.29094;1.62514;0.00997219;1.94665e+10;
16;16384;16384;estimate;par;7.50357;2.09308;5.41045;1.14528;1.37067;1.27432;1.62018;0.0101037;1.94665e+10;
16;16384;16384;estimate;par;7.41561;2.11336;5.30218;1.14718;1.29909;1.2237;1.63221;0.00980817;1.94665e+10;
16;16384;16384;estimate;par;7.43169;2.07739;5.35423;1.14961;1.33772;1.24294;1.62396;0.00955189;1.94665e+10;
16;16384;16384;estimate;par;7.44423;2.10396;5.3402;1.15509;1.31843;1.24834;1.61834;0.00959423;1.94665e+10;
16;16384;16384;estimate;par;7.44053;2.08258;5.35788;1.14751;1.31716;1.27877;1.61443;0.00988125;1.94665e+10;
16;16384;16384;estimate;par;7.50221;2.13446;5.36768;1.14999;1.34769;1.23955;1.63045;0.0100723;1.94665e+10;
16;16384;16384;estimate;par;7.49129;2.0817;5.40951;1.14268;1.34801;1.29028;1.62855;0.00995693;1.94665e+10;
16;16384;16384;estimate;par;7.43978;2.07927;5.36047;1.15451;1.29562;1.25941;1.65092;0.010067;1.94665e+10;
16;16384;16384;estimate;par;7.42399;2.06751;5.35641;1.14338;1.33578;1.26373;1.61352;0.00970361;1.94665e+10;
16;16384;16384;estimate;par;7.49238;2.10648;5.38586;1.16335;1.3312;1.26357;1.62773;0.00958935;1.94665e+10;
16;16384;16384;estimate;par;7.41947;2.0679;5.35149;1.15108;1.32597;1.2569;1.61754;0.010047;1.94665e+10;
16;16384;16384;estimate;par;7.48549;2.12167;5.36375;1.15737;1.29754;1.25315;1.6557;0.0100024;1.94665e+10;
16;16384;16384;estimate;par;7.54324;2.10389;5.43927;1.14255;1.37071;1.26872;1.65729;0.0100371;1.94665e+10;
16;16384;16384;estimate;par;7.28701;2.07592;5.21103;1.15723;1.22114;1.23547;1.59719;0.00994141;1.94665e+10;
16;16384;16384;estimate;par;7.46713;2.07219;5.39487;1.18431;1.33553;1.2575;1.61753;0.0100648;1.94665e+10;
16;16384;16384;estimate;par;7.44647;2.10207;5.34432;1.1459;1.33303;1.2458;1.61959;0.0102113;1.94665e+10;
16;16384;16384;estimate;par;7.43277;2.07253;5.36016;1.1464;1.33711;1.25698;1.61967;0.00990615;1.94665e+10;
16;16384;16384;estimate;par;7.45312;2.0852;5.36784;1.14563;1.36193;1.25921;1.60106;0.0101883;1.94665e+10;
16;16384;16384;estimate;par;7.54452;2.1266;5.41788;1.19253;1.34777;1.25792;1.61966;0.0100442;1.94665e+10;
16;16384;16384;estimate;par;7.49114;2.12324;5.36785;1.1654;1.31358;1.25222;1.63665;0.00967765;1.94665e+10;
16;16384;16384;estimate;par;7.43784;2.08182;5.35594;1.1471;1.33516;1.25168;1.62201;0.00964216;1.94665e+10;
16;16384;16384;estimate;par;7.50764;2.06884;5.43875;1.15508;1.34716;1.29509;1.64142;0.0101301;1.94665e+10;
16;16384;16384;estimate;par;7.4948;2.05792;5.43684;1.16098;1.35061;1.30227;1.62298;0.00998915;1.94665e+10;
16;16384;16384;estimate;par;7.49602;2.12206;5.37392;1.14184;1.34155;1.26203;1.6285;0.00996807;1.94665e+10;
16;16384;16384;estimate;par;7.44747;2.08763;5.35978;1.13847;1.32462;1.2427;1.65398;0.00997723;1.94665e+10;
16;16384;16384;estimate;par;7.51136;2.15583;5.35549;1.15147;1.30965;1.24289;1.65148;0.010105;1.94665e+10;
16;16384;16384;estimate;par;7.49628;2.11903;5.37721;1.1525;1.30391;1.27194;1.64885;0.0100399;1.94665e+10;
16;16384;16384;estimate;par;7.41838;2.06508;5.35323;1.15842;1.32644;1.25621;1.61217;0.00967045;1.94665e+10;
16;16384;16384;estimate;par;7.39503;2.06829;5.32667;1.14147;1.30172;1.27333;1.61014;0.0100243;1.94665e+10;
16;16384;16384;estimate;par;7.50389;2.11955;5.38426;1.15403;1.31895;1.27813;1.63316;0.00988993;1.94665e+10;
16;16384;16384;estimate;par;7.44812;2.07269;5.37538;1.1472;1.35327;1.27001;1.6049;0.00959423;1.94665e+10;
16;16384;16384;estimate;par;7.40488;2.08228;5.32253;1.15975;1.29886;1.22481;1.63912;0.00992873;1.94665e+10;
16;16384;16384;estimate;par;7.50952;2.10991;5.39954;1.14468;1.33574;1.27263;1.64649;0.0100291;1.94665e+10;
32;16384;16384;estimate;par;7.30061;2.05732;5.24325;1.10094;1.54646;0.913307;1.68254;0.0103695;1.94665e+10;
32;16384;16384;estimate;par;7.26563;2.05452;5.21103;0.78907;1.61878;0.903951;1.89922;0.0104124;1.94665e+10;
32;16384;16384;estimate;par;7.88473;2.11652;5.76815;0.777264;1.68244;0.894158;2.41429;0.0105938;1.94665e+10;
32;16384;16384;estimate;par;7.77252;2.05404;5.71843;1.20392;1.89848;0.902927;1.71311;0.0103961;1.94665e+10;
32;16384;16384;estimate;par;7.73348;2.03407;5.69936;1.18062;1.92959;0.896935;1.69221;0.0103398;1.94665e+10;
32;16384;16384;estimate;par;7.50431;2.08015;5.42412;0.757749;1.85692;0.9034;1.90606;0.0104799;1.94665e+10;
32;16384;16384;estimate;par;7.30345;2.06987;5.23352;0.795285;1.47092;0.914743;2.05257;0.0104064;1.94665e+10;
32;16384;16384;estimate;par;7.44337;2.06259;5.38072;1.13158;1.49842;0.907429;1.84329;0.0103855;1.94665e+10;
32;16384;16384;estimate;par;7.46737;2.11441;5.3529;0.814762;1.79521;0.813858;1.92907;0.0105584;1.94665e+10;
32;16384;16384;estimate;par;8.07232;2.07418;5.9981;1.65868;1.81193;0.93404;1.59345;0.0101911;1.94665e+10;
32;16384;16384;estimate;par;7.09962;2.10394;4.99561;0.759237;1.50936;0.888822;1.8382;0.0103715;1.94665e+10;
32;16384;16384;estimate;par;7.48458;2.09744;5.3871;0.820494;1.54896;0.797075;2.22057;0.0103986;1.94665e+10;
32;16384;16384;estimate;par;8.10383;2.13983;5.96393;0.8162;1.92586;0.886957;2.33491;0.0103338;1.94665e+10;
32;16384;16384;estimate;par;7.18279;2.10772;5.075;0.799731;1.70291;0.797825;1.77453;0.0101853;1.94665e+10;
32;16384;16384;estimate;par;7.13485;2.10315;5.03165;0.790266;1.56308;0.880743;1.79756;0.0103074;1.94665e+10;
32;16384;16384;estimate;par;7.16773;2.0609;5.10676;0.76364;1.66162;0.81612;1.86538;0.0104272;1.94665e+10;
32;16384;16384;estimate;par;8.23517;2.09534;6.13977;1.57696;2.18414;0.869619;1.50905;0.0105489;1.94665e+10;
32;16384;16384;estimate;par;7.55249;2.10382;5.4486;0.779752;1.94427;0.807091;1.91749;0.0100797;1.94665e+10;
32;16384;16384;estimate;par;7.5865;2.12711;5.45932;1.11722;1.8062;0.826881;1.70903;0.0104057;1.94665e+10;
32;16384;16384;estimate;par;7.32118;2.12084;5.20028;0.775016;1.52919;0.911033;1.98503;0.0104467;1.94665e+10;
32;16384;16384;estimate;par;7.61337;2.10162;5.51168;0.775663;1.95979;0.90281;1.87342;0.0104242;1.94665e+10;
32;16384;16384;estimate;par;7.83803;2.0898;5.74815;1.63295;1.84374;0.809778;1.46167;0.0105548;1.94665e+10;
32;16384;16384;estimate;par;7.49601;2.09862;5.39732;0.801693;1.70685;0.848376;2.0404;0.0106123;1.94665e+10;
32;16384;16384;estimate;par;7.49487;2.12867;5.36613;0.790601;1.69997;0.926234;1.94933;0.0103738;1.94665e+10;
32;16384;16384;estimate;par;7.39346;2.10249;5.2909;0.798512;1.74481;0.91172;1.83585;0.0104288;1.94665e+10;
32;16384;16384;estimate;par;7.39032;2.08531;5.30493;0.791058;1.95435;0.81141;1.74812;0.0103225;1.94665e+10;
32;16384;16384;estimate;par;7.47981;2.08096;5.39877;1.10044;1.79222;0.800854;1.70525;0.00997613;1.94665e+10;
32;16384;16384;estimate;par;7.22038;2.10017;5.12016;0.797304;1.69206;0.911838;1.71896;0.0100635;1.94665e+10;
32;16384;16384;estimate;par;6.90453;2.07857;4.82591;0.787093;1.48667;0.779581;1.77256;0.0101835;1.94665e+10;
32;16384;16384;estimate;par;7.62418;2.12703;5.49708;1.23125;1.49176;0.80069;1.97337;0.0107214;1.94665e+10;
32;16384;16384;estimate;par;7.50971;2.12277;5.38689;1.13203;1.51073;0.909593;1.83453;0.010231;1.94665e+10;
32;16384;16384;estimate;par;7.66817;2.09545;5.57265;0.809539;1.87705;0.928375;1.95768;0.0103377;1.94665e+10;
32;16384;16384;estimate;par;7.48027;2.05271;5.42749;0.850513;1.50974;0.915136;2.1521;0.0103909;1.94665e+10;
32;16384;16384;estimate;par;7.11499;2.11868;4.99623;1.14721;1.4445;0.776979;1.62754;0.0104995;1.94665e+10;
32;16384;16384;estimate;par;7.64104;2.12435;5.51661;0.786805;1.85731;0.920477;1.95202;0.0100911;1.94665e+10;
32;16384;16384;estimate;par;7.72109;2.12836;5.59266;0.860361;1.64751;0.8766;2.20819;0.0103338;1.94665e+10;
32;16384;16384;estimate;par;7.64946;2.11968;5.52974;0.793361;1.8271;0.958146;1.95113;0.010121;1.94665e+10;
32;16384;16384;estimate;par;7.93953;2.08833;5.85114;1.50064;1.83021;0.903796;1.6165;0.0106221;1.94665e+10;
32;16384;16384;estimate;par;7.49612;2.12862;5.36746;0.798733;1.86646;0.789757;1.91251;0.0105613;1.94665e+10;
32;16384;16384;estimate;par;7.79867;2.12717;5.67144;1.11359;1.78737;0.912036;1.85845;0.0106783;1.94665e+10;
32;16384;16384;estimate;par;8.03177;2.05462;5.97708;2.04908;1.58663;0.957395;1.38398;0.0100838;1.94665e+10;
32;16384;16384;estimate;par;7.456;2.09876;5.35717;0.768118;1.7274;0.899054;1.9626;0.010298;1.94665e+10;
32;16384;16384;estimate;par;7.76552;2.10133;5.66415;1.37176;1.72848;0.89293;1.67098;0.0105689;1.94665e+10;
32;16384;16384;estimate;par;7.21049;2.08005;5.13037;0.753891;1.57379;0.896252;1.90644;0.0106006;1.94665e+10;
32;16384;16384;estimate;par;7.94387;2.17451;5.76932;1.3204;1.72557;0.904723;1.81862;0.0102816;1.94665e+10;
32;16384;16384;estimate;par;7.88307;2.1056;5.77739;0.794145;2.10459;0.914125;1.96454;0.0103717;1.94665e+10;
32;16384;16384;estimate;par;7.26346;2.12259;5.14083;0.773641;1.6672;0.809904;1.89009;0.0104618;1.94665e+10;
32;16384;16384;estimate;par;7.6223;2.07624;5.54601;1.14303;1.50716;0.909312;1.98651;0.0101461;1.94665e+10;
32;16384;16384;estimate;par;7.72502;2.05202;5.67292;1.38984;1.65428;0.900718;1.72808;0.0101529;1.94665e+10;
32;16384;16384;estimate;par;7.68171;2.08411;5.59756;1.7453;1.60071;0.793585;1.45797;0.0106453;1.94665e+10;
64;16384;16384;estimate;par;9.48136;2.07528;7.40602;3.01632;1.89665;0.715308;1.77775;0.0104225;1.94665e+10;
64;16384;16384;estimate;par;8.49521;2.06327;6.43187;2.58287;1.51557;0.702907;1.63053;0.0103846;1.94665e+10;
64;16384;16384;estimate;par;17.2109;2.10292;15.1079;9.64656;1.73248;0.71987;3.00901;0.0104529;1.94665e+10;
64;16384;16384;estimate;par;8.82423;2.04962;6.77454;2.71132;1.59657;0.714492;1.75216;0.0105228;1.94665e+10;
64;16384;16384;estimate;par;10.3416;2.0812;8.26028;3.59124;1.87101;0.898471;1.89956;0.0103913;1.94665e+10;
64;16384;16384;estimate;par;15.2628;2.08899;13.1737;8.28431;1.76374;1.25969;1.86594;0.0104117;1.94665e+10;
64;16384;16384;estimate;par;9.75406;2.08215;7.67178;3.36337;1.63007;0.897208;1.78114;0.0104359;1.94665e+10;
64;16384;16384;estimate;par;16.2868;2.11676;14.1699;8.61389;2.167;0.95817;2.43084;0.0106633;1.94665e+10;
64;16384;16384;estimate;par;9.1302;2.07139;7.05873;2.8481;1.67241;0.741675;1.79655;0.0104626;1.94665e+10;
64;16384;16384;estimate;par;9.33965;2.07381;7.26574;3.34281;1.53726;0.776023;1.60964;0.0104399;1.94665e+10;
64;16384;16384;estimate;par;11.8204;2.05054;9.76968;5.04748;1.72874;0.855776;2.13769;0.0105705;1.94665e+10;
64;16384;16384;estimate;par;13.144;2.08118;11.0625;6.56905;1.53448;0.74469;2.21428;0.0105066;1.94665e+10;
64;16384;16384;estimate;par;10.9325;2.0535;8.87887;4.3971;1.73385;0.855524;1.8924;0.0103496;1.94665e+10;
64;16384;16384;estimate;par;16.6871;2.12286;14.5641;9.42406;1.67992;0.73328;2.72688;0.0105778;1.94665e+10;
64;16384;16384;estimate;par;11.8529;2.07679;9.77597;5.09397;1.6898;0.89361;2.09859;0.0104984;1.94665e+10;
64;16384;16384;estimate;par;11.4429;2.09387;9.34887;4.6115;1.71887;0.87163;2.14687;0.0105479;1.94665e+10;
64;16384;16384;estimate;par;13.4742;2.07483;11.3992;6.45894;1.61014;0.757724;2.57243;0.0104282;1.94665e+10;
64;16384;16384;estimate;par;13.0732;2.069;11.004;6.70866;1.73124;0.748266;1.81587;0.010379;1.94665e+10;
64;16384;16384;estimate;par;9.46746;2.11326;7.35412;3.21445;1.64452;0.730675;1.76447;0.0105873;1.94665e+10;
64;16384;16384;estimate;par;12.4051;2.06899;10.3361;5.17765;2.15442;0.834976;2.16903;0.0105455;1.94665e+10;
64;16384;16384;estimate;par;8.83197;2.07912;6.75256;2.51832;1.64455;0.734071;1.85561;0.0104793;1.94665e+10;
64;16384;16384;estimate;par;10.1921;2.08736;8.10459;3.65915;1.62553;0.790557;2.02934;0.0108574;1.94665e+10;
64;16384;16384;estimate;par;11.244;2.07697;9.16689;4.21359;1.83506;0.869475;2.24876;0.0102487;1.94665e+10;
64;16384;16384;estimate;par;7.57942;2.11201;5.46734;1.63377;1.4224;0.755813;1.65537;0.010731;1.94665e+10;
64;16384;16384;estimate;par;9.14282;2.13951;7.00301;2.47863;2.16688;0.751001;1.6065;0.010459;1.94665e+10;
64;16384;16384;estimate;par;9.60091;2.11865;7.48215;2.89287;1.7459;0.875802;1.96758;0.0103885;1.94665e+10;
64;16384;16384;estimate;par;11.7454;2.09722;9.64803;5.14892;1.71963;0.913056;1.86642;0.0105591;1.94665e+10;
64;16384;16384;estimate;par;8.93907;2.12492;6.81407;2.63596;1.67739;0.73099;1.76973;0.0104103;1.94665e+10;
64;16384;16384;estimate;par;9.60709;2.08166;7.52535;3.24357;1.73293;0.763963;1.78489;0.0107663;1.94665e+10;
64;16384;16384;estimate;par;11.2495;2.11073;9.13846;4.69539;1.77036;0.875909;1.79681;0.0103297;1.94665e+10;
64;16384;16384;estimate;par;10.537;2.1272;8.40969;4.23157;1.78575;0.785535;1.60684;0.0109133;1.94665e+10;
64;16384;16384;estimate;par;11.5401;2.05476;9.48506;4.68254;1.6862;0.930545;2.18578;0.0102186;1.94665e+10;
64;16384;16384;estimate;par;14.0902;2.0537;12.0364;7.3287;1.53923;0.787524;2.38092;0.0105506;1.94665e+10;
64;16384;16384;estimate;par;9.82667;2.11242;7.71418;3.35248;1.79127;0.763957;1.80647;0.0105731;1.94665e+10;
64;16384;16384;estimate;par;10.6343;2.05989;8.57435;4.1091;1.85848;0.879408;1.72736;0.0103634;1.94665e+10;
64;16384;16384;estimate;par;15.1878;2.07414;13.1134;8.10196;1.98585;0.751961;2.2736;0.010431;1.94665e+10;
64;16384;16384;estimate;par;11.1005;2.08381;9.01661;4.11643;2.11518;0.823182;1.96181;0.0106598;1.94665e+10;
64;16384;16384;estimate;par;12.3483;2.07113;10.277;5.59565;1.69981;0.839606;2.14198;0.0104995;1.94665e+10;
64;16384;16384;estimate;par;9.47167;2.12357;7.3449;3.1026;1.64867;0.882474;1.71115;0.0103773;1.94665e+10;
64;16384;16384;estimate;par;8.86527;2.11352;6.75169;2.59187;1.67825;0.714359;1.76721;0.010561;1.94665e+10;
64;16384;16384;estimate;par;10.5513;2.14197;8.409;3.75425;2.08293;0.774312;1.7975;0.0104607;1.94665e+10;
64;16384;16384;estimate;par;9.8598;2.06527;7.79414;3.22034;1.60305;0.887151;2.08359;0.0103702;1.94665e+10;
64;16384;16384;estimate;par;13.6059;2.10914;11.4967;6.85266;1.77648;0.740093;2.12745;0.0105131;1.94665e+10;
64;16384;16384;estimate;par;11.1563;2.12828;9.02793;4.20783;2.12241;0.79904;1.89864;0.0104567;1.94665e+10;
64;16384;16384;estimate;par;9.57363;2.12748;7.44609;3.08323;1.72315;0.723457;1.91624;0.0103154;1.94665e+10;
64;16384;16384;estimate;par;9.75582;2.14544;7.61032;2.71665;2.49618;0.760554;1.63694;0.0103767;1.94665e+10;
64;16384;16384;estimate;par;10.4379;2.06503;8.37279;3.86087;1.68176;0.802817;2.02735;0.0108657;1.94665e+10;
64;16384;16384;estimate;par;14.4596;2.06556;12.3939;7.57924;1.56719;0.841993;2.40552;0.0106982;1.94665e+10;
64;16384;16384;estimate;par;12.1085;2.07349;10.0349;5.31536;1.84251;0.878951;1.9981;0.0104617;1.94665e+10;
64;16384;16384;estimate;par;12.9029;2.05626;10.8465;6.7358;1.62778;0.732418;1.75049;0.0103911;1.94665e+10;
