n_ranks;n_threads;n_x;n_y;plan;planning;fftw_2d_r2c;plan_flops;
2;48;16384;16384;measure;47.5025;26.1854;0;
2;48;16384;16384;measure;75.2731;4.53036;0;
2;48;16384;16384;measure;46.4225;3.62189;0;
2;48;16384;16384;measure;48.1308;37.1939;0;
2;48;16384;16384;measure;58.05;3.66699;0;
4;48;16384;16384;measure;34.3695;16.5904;0;
4;48;16384;16384;measure;34.3725;24.2034;0;
4;48;16384;16384;measure;40.5056;13.8572;0;
4;48;16384;16384;measure;30.8116;2.86409;0;
4;48;16384;16384;measure;30.7899;34.8773;0;
4;48;16384;16384;measure;35.319;2.72563;0;
4;48;16384;16384;measure;32.9008;4.91722;0;
4;48;16384;16384;measure;36.662;15.4215;0;
4;48;16384;16384;measure;32.5631;12.8037;0;
4;48;16384;16384;measure;35.7318;22.8892;0;
4;48;16384;16384;measure;29.9045;11.1323;0;
4;48;16384;16384;measure;29.7373;2.62945;0;
4;48;16384;16384;measure;30.3974;7.38393;0;
4;48;16384;16384;measure;31.4677;3.98516;0;
4;48;16384;16384;measure;30.4512;2.34685;0;
4;48;16384;16384;measure;47.5063;8.62123;0;
4;48;16384;16384;measure;30.0178;3.41361;0;
4;48;16384;16384;measure;35.3903;10.1362;0;
4;48;16384;16384;measure;35.6683;13.9588;0;
4;48;16384;16384;measure;29.6788;12.804;0;
4;48;16384;16384;measure;32.9001;12.1812;0;
4;48;16384;16384;measure;37.1203;19.7832;0;
4;48;16384;16384;measure;34.2253;32.0467;0;
4;48;16384;16384;measure;29.7425;2.80966;0;
4;48;16384;16384;measure;35.2915;19.3059;0;
4;48;16384;16384;measure;29.3476;3.2402;0;
4;48;16384;16384;measure;81.325;36.5428;0;
4;48;16384;16384;measure;35.5226;5.88915;0;
4;48;16384;16384;measure;33.0049;2.78791;0;
4;48;16384;16384;measure;46.5681;11.8546;0;
4;48;16384;16384;measure;46.2554;19.6993;0;
4;48;16384;16384;measure;32.2283;3.44933;0;
4;48;16384;16384;measure;36.5875;5.28803;0;
4;48;16384;16384;measure;39.8687;12.3209;0;
4;48;16384;16384;measure;29.5144;2.78476;0;
4;48;16384;16384;measure;28.3178;5.09954;0;
4;48;16384;16384;measure;28.968;7.69472;0;
4;48;16384;16384;measure;30.2055;6.80871;0;
4;48;16384;16384;measure;35.0229;5.79831;0;
4;48;16384;16384;measure;38.3927;11.2615;0;
4;48;16384;16384;measure;31.6696;28.8745;0;
4;48;16384;16384;measure;29.7383;4.29284;0;
4;48;16384;16384;measure;30.834;2.9474;0;
4;48;16384;16384;measure;32.8235;9.05216;0;
4;48;16384;16384;measure;30.2291;2.7112;0;
4;48;16384;16384;measure;30.1945;3.52479;0;
4;48;16384;16384;measure;38.2671;31.7267;0;
4;48;16384;16384;measure;31.4376;2.61052;0;
4;48;16384;16384;measure;35.6096;7.44262;0;
4;48;16384;16384;measure;38.5151;4.46826;0;
8;48;16384;16384;measure;20.8583;4.92847;0;
8;48;16384;16384;measure;17.5799;8.49137;0;
8;48;16384;16384;measure;25.2213;14.4507;0;
8;48;16384;16384;measure;42.1187;17.0724;0;
8;48;16384;16384;measure;25.4203;20.0469;0;
8;48;16384;16384;measure;19.7686;7.15603;0;
8;48;16384;16384;measure;21.5212;3.19935;0;
8;48;16384;16384;measure;18.982;2.1622;0;
8;48;16384;16384;measure;19.833;11.8792;0;
8;48;16384;16384;measure;19.5088;1.9199;0;
8;48;16384;16384;measure;19.4581;1.80797;0;
8;48;16384;16384;measure;34.6737;9.32686;0;
8;48;16384;16384;measure;26.6655;21.9663;0;
8;48;16384;16384;measure;29.2807;26.3389;0;
8;48;16384;16384;measure;26.1705;4.11823;0;
8;48;16384;16384;measure;21.163;2.49142;0;
8;48;16384;16384;measure;22.1916;13.7215;0;
8;48;16384;16384;measure;20.951;5.44361;0;
8;48;16384;16384;measure;27.9554;43.9147;0;
8;48;16384;16384;measure;30.2113;1.88738;0;
8;48;16384;16384;measure;20.5508;1.90294;0;
8;48;16384;16384;measure;23.0717;1.89176;0;
8;48;16384;16384;measure;18.7987;13.9242;0;
8;48;16384;16384;measure;23.0929;4.24081;0;
8;48;16384;16384;measure;20.1572;2.00625;0;
8;48;16384;16384;measure;22.7656;3.97872;0;
8;48;16384;16384;measure;33.1386;3.1406;0;
8;48;16384;16384;measure;17.2843;2.03184;0;
8;48;16384;16384;measure;19.179;2.29931;0;
8;48;16384;16384;measure;20.4098;11.4528;0;
8;48;16384;16384;measure;23.9848;2.00879;0;
8;48;16384;16384;measure;20.5002;2.40418;0;
8;48;16384;16384;measure;18.2459;2.36274;0;
8;48;16384;16384;measure;20.4219;2.07369;0;
8;48;16384;16384;measure;24.2427;2.22231;0;
8;48;16384;16384;measure;24.3353;5.23684;0;
8;48;16384;16384;measure;25.7804;2.21875;0;
8;48;16384;16384;measure;18.8064;11.7813;0;
8;48;16384;16384;measure;16.7185;19.7404;0;
8;48;16384;16384;measure;21.2452;8.93882;0;
8;48;16384;16384;measure;33.3586;4.30327;0;
8;48;16384;16384;measure;29.7425;1.92657;0;
