n_threads;n_x;n_y;plan;run_flag;total;initialization;fft_2d_total;
48;16384;16384;measure;scatter;1.79951;0.964381;0.835131;
48;16384;16384;measure;scatter;1.65086;0.919445;0.731411;
48;16384;16384;measure;scatter;1.78675;0.938412;0.848342;
48;16384;16384;measure;scatter;1.69087;0.924883;0.765986;
48;16384;16384;measure;scatter;1.65364;0.923017;0.730624;
48;16384;16384;measure;scatter;1.58095;0.930051;0.650896;
48;16384;16384;measure;scatter;1.60737;0.938449;0.668924;
48;16384;16384;measure;scatter;1.6918;0.92815;0.763648;
48;16384;16384;measure;scatter;1.60298;0.927675;0.675306;
48;16384;16384;measure;scatter;1.58952;0.930698;0.658817;
48;16384;16384;measure;scatter;1.66465;0.927741;0.736906;
48;16384;16384;measure;scatter;1.61552;0.923699;0.691817;
48;16384;16384;measure;scatter;1.54689;0.926313;0.620575;
48;16384;16384;measure;scatter;1.66496;0.955855;0.709103;
48;16384;16384;measure;scatter;1.59489;0.938932;0.655961;
48;16384;16384;measure;scatter;1.65255;0.930124;0.722424;
48;16384;16384;measure;scatter;1.70142;0.958882;0.742534;
48;16384;16384;measure;scatter;1.71614;0.944032;0.772105;
48;16384;16384;measure;scatter;1.60218;0.941474;0.660704;
48;16384;16384;measure;scatter;1.61431;0.918859;0.695448;
48;16384;16384;measure;scatter;1.67337;0.937534;0.735841;
48;16384;16384;measure;scatter;1.66974;0.927093;0.742644;
48;16384;16384;measure;scatter;1.64277;0.932941;0.709834;
48;16384;16384;measure;scatter;1.62532;0.929587;0.695731;
48;16384;16384;measure;scatter;1.65017;0.91385;0.736319;
48;16384;16384;measure;scatter;1.88961;0.952676;0.936931;
48;16384;16384;measure;scatter;1.65178;0.918663;0.733113;
48;16384;16384;measure;scatter;1.84446;0.953261;0.8912;
48;16384;16384;measure;scatter;1.61265;0.944934;0.66772;
48;16384;16384;measure;scatter;1.78525;0.931566;0.853686;
48;16384;16384;measure;scatter;1.6566;0.937733;0.718867;
48;16384;16384;measure;scatter;1.68618;0.914102;0.772081;
48;16384;16384;measure;scatter;1.63456;0.926917;0.707641;
48;16384;16384;measure;scatter;1.67926;0.907316;0.771944;
48;16384;16384;measure;scatter;1.70592;0.936128;0.769789;
48;16384;16384;measure;scatter;1.5806;0.926404;0.654201;
48;16384;16384;measure;scatter;1.60356;0.933814;0.669743;
48;16384;16384;measure;scatter;1.65039;0.925786;0.724609;
48;16384;16384;measure;scatter;1.79741;0.930612;0.866799;
48;16384;16384;measure;scatter;1.57159;0.921918;0.649675;
