n_threads;n_x;n_y;plan;run_flag;total;initialization;fft_2d_total;
1;512;512;estimate;scatter;0.101679;0.0089752;0.0927036;
1;512;512;estimate;scatter;0.106999;0.0053986;0.1016;
1;512;512;estimate;scatter;0.0904121;0.00512588;0.0852862;
1;512;512;estimate;scatter;0.0918582;0.0042648;0.0875934;
1;512;512;estimate;scatter;0.0910892;0.00483247;0.0862567;
2;512;512;estimate;scatter;0.0898674;0.00441775;0.0854497;
2;512;512;estimate;scatter;0.0871696;0.00381934;0.0833502;
2;512;512;estimate;scatter;0.0878547;0.00461722;0.0832374;
2;512;512;estimate;scatter;0.0863658;0.00372535;0.0826404;
2;512;512;estimate;scatter;0.0923493;0.00446945;0.0878799;
4;512;512;estimate;scatter;0.0906326;0.00367396;0.0869586;
4;512;512;estimate;scatter;0.0887715;0.00542753;0.083344;
4;512;512;estimate;scatter;0.0901614;0.00423251;0.0859289;
4;512;512;estimate;scatter;0.0899513;0.00374792;0.0862034;
4;512;512;estimate;scatter;0.0889095;0.00401015;0.0848994;
8;512;512;estimate;scatter;0.102267;0.00555355;0.0967135;
8;512;512;estimate;scatter;0.100938;0.00576995;0.0951679;
8;512;512;estimate;scatter;0.105979;0.00576138;0.100218;
8;512;512;estimate;scatter;0.101543;0.00572436;0.0958186;
8;512;512;estimate;scatter;0.0995009;0.00400826;0.0954926;
16;512;512;estimate;scatter;0.0937146;0.00472779;0.0889868;
16;512;512;estimate;scatter;0.0958348;0.00583578;0.0899991;
16;512;512;estimate;scatter;0.093873;0.00455679;0.0893163;
16;512;512;estimate;scatter;0.0951952;0.00422699;0.0909682;
16;512;512;estimate;scatter;0.0941798;0.0057741;0.0884056;
32;512;512;estimate;scatter;0.0959835;0.00712946;0.088854;
32;512;512;estimate;scatter;0.0937122;0.00435777;0.0893544;
32;512;512;estimate;scatter;0.0929101;0.00480822;0.0881019;
32;512;512;estimate;scatter;0.095783;0.00707959;0.0887034;
32;512;512;estimate;scatter;0.0943913;0.00509418;0.0892971;
64;512;512;estimate;scatter;0.100436;0.00490271;0.0955329;
64;512;512;estimate;scatter;0.100178;0.00416836;0.0960093;
64;512;512;estimate;scatter;0.101429;0.00518274;0.0962458;
64;512;512;estimate;scatter;0.10247;0.00716764;0.0953026;
64;512;512;estimate;scatter;0.101469;0.00542621;0.096043;
128;512;512;estimate;scatter;0.118359;0.00510697;0.113252;
128;512;512;estimate;scatter;0.119145;0.00492788;0.114217;
128;512;512;estimate;scatter;0.120933;0.00551206;0.115421;
128;512;512;estimate;scatter;0.121194;0.00499316;0.116201;
128;512;512;estimate;scatter;0.120297;0.00438691;0.11591;
