n_threads;n_x;n_y;plan;run_flag;total;initialization;fft_2d_total;
16;16384;16384;estimate;scatter;2.74449;0.613816;2.13068;
16;16384;16384;estimate;scatter;3.71158;0.956358;2.75522;
16;16384;16384;estimate;scatter;2.82034;0.610454;2.20989;
16;16384;16384;estimate;scatter;3.23025;0.629418;2.60083;
16;16384;16384;estimate;scatter;2.82275;0.609705;2.21304;
16;16384;16384;estimate;scatter;3.36425;0.33081;3.03344;
16;16384;16384;estimate;scatter;3.94832;0.610566;3.33775;
16;16384;16384;estimate;scatter;2.99209;0.315946;2.67614;
16;16384;16384;estimate;scatter;3.28715;0.500639;2.78651;
16;16384;16384;estimate;scatter;2.93743;0.309239;2.62819;
16;16384;16384;estimate;scatter;2.43464;0.158185;2.27646;
16;16384;16384;estimate;scatter;2.58506;0.156748;2.42831;
16;16384;16384;estimate;scatter;2.53169;0.16048;2.37121;
16;16384;16384;estimate;scatter;2.94173;0.372751;2.56898;
16;16384;16384;estimate;scatter;2.63299;0.158784;2.47421;
16;16384;16384;estimate;scatter;2.77555;0.0886023;2.68695;
16;16384;16384;estimate;scatter;2.62348;0.122086;2.50139;
16;16384;16384;estimate;scatter;2.86089;0.0947425;2.76614;
16;16384;16384;estimate;scatter;2.65762;0.118206;2.53941;
16;16384;16384;estimate;scatter;3.02395;0.118807;2.90514;
16;16384;16384;estimate;scatter;2.83129;1.03362;1.79767;
16;16384;16384;estimate;scatter;2.8133;0.131626;2.68167;
16;16384;16384;estimate;scatter;2.84977;0.0834263;2.76635;
16;16384;16384;estimate;scatter;2.82339;0.0933623;2.73003;
16;16384;16384;estimate;scatter;2.8187;0.0841059;2.7346;
