n_threads;n_x;n_y;plan;run_flag;total;initialization;fft_2d_total;
1;16384;16384;estimate;scatter;24.9471;0.61153;24.3356;
1;16384;16384;estimate;scatter;24.8681;0.609822;24.2583;
1;16384;16384;estimate;scatter;24.8769;0.608576;24.2683;
1;16384;16384;estimate;scatter;24.7765;0.607993;24.1685;
1;16384;16384;estimate;scatter;24.8162;0.611078;24.2051;
1;16384;16384;estimate;scatter;15.191;0.306854;14.8841;
1;16384;16384;estimate;scatter;15.1621;0.30817;14.854;
1;16384;16384;estimate;scatter;15.1914;0.308316;14.8831;
1;16384;16384;estimate;scatter;15.3107;0.308796;15.0019;
1;16384;16384;estimate;scatter;15.1787;0.306665;14.8721;
1;16384;16384;estimate;scatter;11.2956;0.279116;11.0165;
1;16384;16384;estimate;scatter;11.3457;0.433652;10.9121;
1;16384;16384;estimate;scatter;11.3383;0.278058;11.0602;
1;16384;16384;estimate;scatter;11.3835;0.275131;11.1084;
1;16384;16384;estimate;scatter;11.3576;0.275427;11.0822;
1;16384;16384;estimate;scatter;5.50192;0.307278;5.19464;
1;16384;16384;estimate;scatter;5.54892;0.324611;5.22431;
1;16384;16384;estimate;scatter;5.42421;0.302415;5.1218;
1;16384;16384;estimate;scatter;5.40302;0.267836;5.13518;
1;16384;16384;estimate;scatter;5.42088;0.274009;5.14687;
1;16384;16384;estimate;scatter;4.35068;0.301944;4.04873;
1;16384;16384;estimate;scatter;4.31206;0.306703;4.00535;
1;16384;16384;estimate;scatter;4.3649;0.311001;4.0539;
1;16384;16384;estimate;scatter;4.36391;0.299214;4.0647;
1;16384;16384;estimate;scatter;4.28847;0.310895;3.97757;
