n_threads;n_x;n_y;plan;total;initialization;fft_2d_total;first_fftw;first_trans;second_fftw;second_trans;
32;16384;16384;estimate;0.817778;0.425031;0.392741;0.15581;0.0863606;0.0657174;0.0848528;
32;16384;16384;estimate;0.825474;0.425074;0.400395;0.162392;0.0862322;0.0654442;0.0863264;
32;16384;16384;estimate;0.819809;0.424945;0.394857;0.156606;0.0854;0.0658076;0.0870427;
32;16384;16384;estimate;0.817212;0.426705;0.3905;0.153921;0.0849097;0.0657902;0.0858794;
32;16384;16384;estimate;0.817148;0.424405;0.392737;0.15626;0.0857025;0.0658703;0.084904;
32;16384;16384;estimate;0.818747;0.42638;0.392362;0.155671;0.0859213;0.0653875;0.085382;
32;16384;16384;estimate;0.819807;0.426274;0.393524;0.155478;0.0856811;0.065865;0.0864999;
32;16384;16384;estimate;0.821103;0.426657;0.394439;0.157401;0.0853654;0.0657297;0.0859423;
32;16384;16384;estimate;0.821114;0.427076;0.394032;0.157256;0.0856279;0.0656302;0.0855177;
32;16384;16384;estimate;0.814379;0.424874;0.389498;0.154409;0.0849391;0.0653306;0.0848188;
32;16384;16384;estimate;0.817868;0.423771;0.394091;0.157486;0.0857765;0.0655405;0.0852879;
32;16384;16384;estimate;0.821204;0.428102;0.393094;0.15617;0.0853614;0.0655505;0.086013;
32;16384;16384;estimate;0.817182;0.426297;0.390879;0.154523;0.0850472;0.0657909;0.0855178;
32;16384;16384;estimate;0.822702;0.427159;0.395536;0.156646;0.0856377;0.0658129;0.0874396;
32;16384;16384;estimate;0.824926;0.428101;0.39682;0.15575;0.0862944;0.0658106;0.0889644;
32;16384;16384;estimate;0.821342;0.429247;0.39209;0.155753;0.0857891;0.0659256;0.0846222;
64;16384;16384;estimate;0.93005;0.464016;0.466027;0.26133;0.0781497;0.056258;0.0702895;
64;16384;16384;estimate;0.930941;0.464134;0.466801;0.262118;0.0777522;0.0560575;0.0708735;
64;16384;16384;estimate;0.937553;0.468262;0.469286;0.262578;0.0783434;0.0566336;0.0717303;
64;16384;16384;estimate;0.933041;0.467034;0.466001;0.257271;0.0782124;0.0578704;0.0726468;
64;16384;16384;estimate;0.930938;0.463847;0.467085;0.259571;0.0777348;0.0573986;0.0723804;
64;16384;16384;estimate;0.928009;0.466059;0.461944;0.256618;0.0775967;0.0568223;0.0709079;
64;16384;16384;estimate;0.928251;0.464315;0.463931;0.257134;0.0776269;0.0572071;0.0719635;
64;16384;16384;estimate;0.939605;0.465909;0.47369;0.265712;0.0762481;0.0582083;0.0735211;
64;16384;16384;estimate;0.930273;0.466676;0.463591;0.257413;0.0765243;0.0572733;0.0723807;
64;16384;16384;estimate;0.926328;0.466124;0.460197;0.250568;0.0782014;0.0584276;0.073001;
64;16384;16384;estimate;0.935503;0.471127;0.464369;0.258367;0.0765609;0.0576432;0.0717976;
64;16384;16384;estimate;0.933094;0.465978;0.46711;0.259038;0.0789177;0.0576851;0.0714689;
64;16384;16384;estimate;0.937729;0.466305;0.471418;0.265926;0.0763302;0.0575541;0.0716074;
64;16384;16384;estimate;0.934677;0.465525;0.469146;0.260409;0.0800185;0.0567604;0.0719585;
64;16384;16384;estimate;0.928672;0.467391;0.461275;0.254913;0.076658;0.057098;0.0726064;
64;16384;16384;estimate;0.944308;0.46979;0.474512;0.268464;0.0765233;0.0573011;0.072224;
64;16384;16384;estimate;0.937132;0.468405;0.46872;0.259864;0.0784078;0.0581566;0.0722918;
64;16384;16384;estimate;0.932323;0.468404;0.463912;0.253703;0.0778401;0.0579745;0.0743946;
64;16384;16384;estimate;0.937018;0.466035;0.470977;0.262618;0.0782829;0.0575768;0.0724994;
64;16384;16384;estimate;0.940492;0.470833;0.469654;0.262009;0.0774715;0.0578159;0.072358;
64;16384;16384;estimate;0.935072;0.467109;0.467956;0.262992;0.0775279;0.0564264;0.0710098;
64;16384;16384;estimate;0.936592;0.467475;0.469108;0.262416;0.0768503;0.0575512;0.0722908;
64;16384;16384;estimate;0.934158;0.464719;0.469432;0.262516;0.0771825;0.0575209;0.0722128;
64;16384;16384;estimate;0.930657;0.46843;0.462221;0.257051;0.0763743;0.0567577;0.0720385;
64;16384;16384;estimate;0.936986;0.468426;0.468553;0.260223;0.078105;0.0577307;0.0724942;
64;16384;16384;estimate;0.93807;0.467862;0.470201;0.260753;0.0779447;0.0584654;0.0730384;
64;16384;16384;estimate;0.931044;0.46752;0.463518;0.257892;0.0755271;0.0580707;0.0720278;
64;16384;16384;estimate;0.935484;0.467152;0.468326;0.261283;0.0782182;0.0573246;0.0714995;
64;16384;16384;estimate;0.931601;0.463739;0.467854;0.261332;0.0767619;0.0579956;0.0717647;
64;16384;16384;estimate;0.936672;0.470269;0.466398;0.259456;0.076932;0.0573413;0.0726696;
64;16384;16384;estimate;0.937999;0.471011;0.466981;0.261705;0.0765415;0.0566372;0.0720971;
64;16384;16384;estimate;0.932395;0.465194;0.467195;0.259979;0.0773893;0.0577513;0.0720755;
64;16384;16384;estimate;0.928599;0.466024;0.462569;0.25621;0.0771058;0.0574471;0.0718066;
64;16384;16384;estimate;0.927323;0.465685;0.461629;0.254468;0.0776245;0.0570142;0.0725233;
64;16384;16384;estimate;0.937496;0.469002;0.468489;0.259595;0.0785741;0.0572102;0.0731102;
64;16384;16384;estimate;0.938313;0.468003;0.470305;0.264638;0.0767343;0.0572612;0.071671;
64;16384;16384;estimate;0.928444;0.46307;0.465368;0.257921;0.0769614;0.0580485;0.0724373;
64;16384;16384;estimate;0.93669;0.467466;0.469218;0.262723;0.077323;0.0576226;0.0715491;
64;16384;16384;estimate;0.930823;0.46524;0.465577;0.259429;0.0762093;0.0572247;0.0727148;
64;16384;16384;estimate;0.935539;0.469041;0.466493;0.26128;0.0766546;0.0567893;0.0717687;
64;16384;16384;estimate;0.935571;0.468964;0.466602;0.258812;0.0784417;0.0570276;0.0723206;
64;16384;16384;estimate;0.931748;0.46976;0.461981;0.255905;0.0765081;0.0577601;0.0718084;
64;16384;16384;estimate;0.931975;0.465988;0.465981;0.257624;0.0778734;0.0580755;0.0724082;
64;16384;16384;estimate;0.934027;0.470623;0.463398;0.257109;0.077305;0.0570182;0.0719659;
64;16384;16384;estimate;0.892671;0.466848;0.425817;0.224606;0.0731852;0.0563151;0.0717107;
64;16384;16384;estimate;0.938032;0.470402;0.467625;0.260165;0.0775607;0.0574463;0.0724528;
64;16384;16384;estimate;0.932632;0.465808;0.466818;0.260361;0.0768354;0.0568367;0.0727853;
64;16384;16384;estimate;0.93519;0.467312;0.467871;0.261994;0.0769407;0.0578165;0.0711191;
64;16384;16384;estimate;0.939239;0.467556;0.471678;0.263423;0.0774474;0.0582351;0.0725726;
64;16384;16384;estimate;0.929787;0.467816;0.461966;0.256478;0.077361;0.0563522;0.071775;
128;16384;16384;estimate;1.38219;0.466201;0.915983;0.458504;0.274047;0.0644241;0.119008;
128;16384;16384;estimate;1.48324;0.492738;0.990495;0.45229;0.256033;0.0638583;0.218313;
128;16384;16384;estimate;1.47896;0.504506;0.974446;0.456049;0.209058;0.0623676;0.246972;
128;16384;16384;estimate;1.63999;0.503747;1.13624;0.741003;0.125075;0.0627641;0.207396;
128;16384;16384;estimate;1.51553;0.493075;1.02245;0.451109;0.246732;0.0652025;0.259401;
128;16384;16384;estimate;1.64106;0.500835;1.14021;0.707111;0.125968;0.0618476;0.245288;
128;16384;16384;estimate;1.51025;0.485897;1.02434;0.456739;0.253756;0.0624772;0.25137;
128;16384;16384;estimate;1.25036;0.496764;0.753594;0.456293;0.117322;0.0633391;0.116639;
128;16384;16384;estimate;1.53359;0.494869;1.03871;0.456562;0.260361;0.0639864;0.257802;
128;16384;16384;estimate;1.66982;0.502785;1.16703;0.729897;0.124953;0.0624346;0.249745;
128;16384;16384;estimate;1.51489;0.493583;1.0213;0.4578;0.250861;0.0617814;0.25086;
128;16384;16384;estimate;1.60497;0.499153;1.10581;0.695128;0.126173;0.0646461;0.21986;
128;16384;16384;estimate;1.5236;0.492175;1.03141;0.455544;0.254118;0.0635644;0.258188;
128;16384;16384;estimate;1.62892;0.503351;1.12557;0.692876;0.121147;0.0627919;0.24875;
128;16384;16384;estimate;1.51162;0.489119;1.02249;0.451509;0.268855;0.0643054;0.237825;
128;16384;16384;estimate;1.43557;0.501988;0.933576;0.45354;0.21764;0.062946;0.19945;
128;16384;16384;estimate;1.47746;0.508347;0.969111;0.457788;0.20898;0.0621632;0.240179;
128;16384;16384;estimate;1.28739;0.500451;0.786931;0.45893;0.139443;0.0642234;0.124335;
128;16384;16384;estimate;1.5238;0.492427;1.03136;0.451743;0.260818;0.0660211;0.252781;
128;16384;16384;estimate;1.47167;0.50764;0.96402;0.453791;0.199527;0.0617913;0.248911;
128;16384;16384;estimate;1.33925;0.503027;0.836221;0.457419;0.192556;0.0642451;0.122001;
128;16384;16384;estimate;1.5238;0.497062;1.02673;0.452506;0.252617;0.0630096;0.2586;
128;16384;16384;estimate;1.47366;0.506655;0.967002;0.456238;0.18643;0.0631668;0.261167;
128;16384;16384;estimate;1.46078;0.499759;0.961016;0.46219;0.189077;0.0625249;0.247224;
128;16384;16384;estimate;1.54186;0.494072;1.04778;0.740981;0.12511;0.0639172;0.117771;
128;16384;16384;estimate;1.52466;0.494059;1.03059;0.461534;0.253313;0.0628943;0.252851;
128;16384;16384;estimate;1.45297;0.505571;0.947391;0.452231;0.184218;0.0633221;0.24762;
128;16384;16384;estimate;1.50015;0.508031;0.992116;0.456515;0.215193;0.0638727;0.256535;
128;16384;16384;estimate;1.72789;0.502834;1.22505;0.720605;0.122968;0.0618454;0.319634;
128;16384;16384;estimate;1.53532;0.495993;1.03932;0.460143;0.265575;0.0656038;0.247996;
128;16384;16384;estimate;1.46974;0.509253;0.960486;0.464454;0.182817;0.0634987;0.249716;
128;16384;16384;estimate;1.46477;0.510886;0.953879;0.455192;0.185269;0.0635378;0.249881;
128;16384;16384;estimate;1.48844;0.514344;0.974093;0.456873;0.206247;0.0614046;0.249569;
128;16384;16384;estimate;1.48176;0.499542;0.982208;0.452707;0.217471;0.0628357;0.249195;
128;16384;16384;estimate;1.64361;0.489224;1.15438;0.694875;0.126213;0.0641098;0.269181;
128;16384;16384;estimate;1.49606;0.485712;1.01034;0.459742;0.238964;0.0663611;0.245271;
128;16384;16384;estimate;1.46569;0.500499;0.965183;0.452079;0.193878;0.0626221;0.256604;
128;16384;16384;estimate;1.30272;0.505855;0.796862;0.466473;0.150582;0.0638607;0.115947;
128;16384;16384;estimate;1.53539;0.501872;1.03352;0.460946;0.257576;0.0634595;0.251534;
128;16384;16384;estimate;1.51745;0.504835;1.0126;0.703012;0.11973;0.0628745;0.126988;
128;16384;16384;estimate;1.37832;0.49185;0.88646;0.471553;0.230888;0.0625947;0.121424;
128;16384;16384;estimate;1.51715;0.496207;1.02093;0.458948;0.251672;0.0630973;0.247216;
128;16384;16384;estimate;1.65369;0.500088;1.15359;0.723077;0.127042;0.0626579;0.240814;
128;16384;16384;estimate;1.518;0.492711;1.02528;0.460894;0.251798;0.0637372;0.248851;
128;16384;16384;estimate;1.45467;0.503365;0.951296;0.459536;0.187909;0.0616589;0.242192;
128;16384;16384;estimate;1.49987;0.510032;0.989828;0.462985;0.200072;0.0645312;0.262239;
128;16384;16384;estimate;1.50668;0.500609;1.00607;0.455873;0.209988;0.0632967;0.27691;
128;16384;16384;estimate;1.24604;0.49347;0.752567;0.450897;0.116676;0.0632242;0.12177;
128;16384;16384;estimate;1.53083;0.498401;1.03242;0.463153;0.243799;0.0624544;0.263017;
128;16384;16384;estimate;1.26596;0.499375;0.76658;0.461349;0.121496;0.0626268;0.121109;
