n_threads;n_x;n_y;plan;run_flag;total;initialization;fft_2d_total;
1;16384;16384;estimate;scatter;11.7412;1.3262;10.415;
1;16384;16384;estimate;scatter;11.6969;1.28542;10.4115;
1;16384;16384;estimate;scatter;11.6353;1.28507;10.3502;
1;16384;16384;estimate;scatter;11.582;1.28526;10.2967;
1;16384;16384;estimate;scatter;11.6191;1.28318;10.3359;
2;16384;16384;estimate;scatter;6.97055;1.28472;5.68583;
2;16384;16384;estimate;scatter;6.96274;1.2822;5.68054;
2;16384;16384;estimate;scatter;6.97732;1.28319;5.69413;
2;16384;16384;estimate;scatter;6.99354;1.28369;5.70985;
2;16384;16384;estimate;scatter;6.98747;1.28397;5.7035;
4;16384;16384;estimate;scatter;5.28542;1.28525;4.00017;
4;16384;16384;estimate;scatter;5.28104;1.28454;3.99651;
4;16384;16384;estimate;scatter;5.29296;1.28455;4.00841;
4;16384;16384;estimate;scatter;5.26391;1.27947;3.98445;
4;16384;16384;estimate;scatter;5.22031;1.28674;3.93357;
8;16384;16384;estimate;scatter;4.77938;1.29363;3.48575;
8;16384;16384;estimate;scatter;4.77841;1.28706;3.49135;
8;16384;16384;estimate;scatter;4.78578;1.28836;3.49742;
8;16384;16384;estimate;scatter;4.77098;1.28574;3.48525;
8;16384;16384;estimate;scatter;4.72423;1.28901;3.43522;
16;16384;16384;estimate;scatter;4.31798;1.29045;3.02754;
16;16384;16384;estimate;scatter;4.31929;1.29245;3.02684;
16;16384;16384;estimate;scatter;4.34183;1.2889;3.05293;
16;16384;16384;estimate;scatter;4.33631;1.28903;3.04728;
16;16384;16384;estimate;scatter;4.31964;1.28954;3.0301;
32;16384;16384;estimate;scatter;4.10629;1.31359;2.79269;
32;16384;16384;estimate;scatter;4.12253;1.31634;2.80619;
32;16384;16384;estimate;scatter;4.12762;1.3181;2.80952;
32;16384;16384;estimate;scatter;4.11822;1.31546;2.80276;
32;16384;16384;estimate;scatter;4.10902;1.31378;2.79524;
64;16384;16384;estimate;scatter;4.20544;1.43266;2.77278;
64;16384;16384;estimate;scatter;4.14706;1.36982;2.77725;
64;16384;16384;estimate;scatter;4.14969;1.36918;2.7805;
64;16384;16384;estimate;scatter;4.14437;1.3661;2.77828;
64;16384;16384;estimate;scatter;4.1436;1.36578;2.77782;
128;16384;16384;estimate;scatter;4.21386;1.3579;2.85595;
128;16384;16384;estimate;scatter;4.69356;1.69105;3.00251;
128;16384;16384;estimate;scatter;5.04142;1.36408;3.67734;
128;16384;16384;estimate;scatter;4.33498;1.45907;2.87591;
128;16384;16384;estimate;scatter;4.25753;1.41087;2.84666;
256;16384;16384;estimate;scatter;8.38009;2.14943;6.23066;
256;16384;16384;estimate;scatter;8.54647;2.13218;6.41429;
256;16384;16384;estimate;scatter;8.30798;2.16251;6.14547;
256;16384;16384;estimate;scatter;8.3864;2.16209;6.22431;
256;16384;16384;estimate;scatter;8.14695;2.17204;5.97491;
